Accession,Frist_Gene,Description,Peptides.used.for.quantitation,Confidence.score,UP,LB,LB,LB,glucose,glucose,glucose,glycerol + AA,glycerol + AA,glycerol + AA,acetate,acetate,acetate,fumarate,fumarate,fumarate,glucosamine,glucosamine,glucosamine,glycerol,glycerol,glycerol,pyruvate,pyruvate,pyruvate,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.12,chemostat µ=0.12,chemostat µ=0.12,stationary 1 day,stationary 1 day,stationary 1 day,stationary 3 days,stationary 3 days,stationary 3 days,glucose,glucose,glucose,50 mM NaCl,50 mM NaCl,50 mM NaCl,42°C,42°C,42°C,pH 6,pH 6,pH 6,xylose,xylose,xylose,mannose,mannose,mannose,galactose,galactose,galactose,succinate,succinate,succinate,fructose,fructose,fructose
sp|P26646|YHDH_ECOLI,acuI,Putative quinone oxidoreductase YhdH OS=Escherichia coli (strain K12) GN=yhdH PE=1 SV=1,13,827.53,P26646,1891.30162734944,1230.0858039781,1235.29013673677,1106.61743324387,1095.98510209501,1096.53582829141,1529.869944335,1656.94522797929,1382.19312934757,1050.80022596138,1011.87680591483,982.532988294754,1543.01886472893,1376.14205531846,1353.18460098973,1376.02540357337,1269.10293796039,1236.76513389457,1389.56266429372,1421.35069816807,1307.22491035433,1315.08632394925,1338.92010351731,1486.59652700769,1076.23682088015,1072.32360074781,1244.79548478377,1227.03259282544,1234.28201876253,1235.23642723913,1278.263315454,1250.8949711362,1128.69685469021,1192.47823355318,1256.85786764137,1207.40404732549,934.999360712111,939.008306608656,1014.05930389707,802.563405460157,782.496455464008,799.203378606315,1045.09096807553,1035.90003751052,1003.26245425798,1238.31055630132,1277.35259652161,1092.51398971158,1518.61676303519,1148.19494844017,1341.65749559832,1326.48390129505,1424.88758195311,1480.28024100914,1213.3899362479,1383.16049982317,1183.21156367146,1382.04844004272,1567.3087740134,1391.08574924377,1247.31102264065,1464.21667887681,1413.46227683359,1108.01281008754,1150.20659837301,1192.73427957974,1060.07186885686,1183.13783305989,1139.27777189563
sp|P0A8K1|PSD_ECOLI,psd,Phosphatidylserine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=psd PE=1 SV=1,11,504.8,P0A8K1,1882.30494139324,2063.14819416377,1763.71027849329,1818.3980292102,1620.12011468153,1405.00256594054,1621.26896229271,1797.82695505412,1747.89279196299,871.52193535724,904.502328358361,1078.80998572941,1146.80617605359,1186.33210100501,1015.51747607324,1282.46339327279,1220.81747671606,1338.71107511804,1569.66038067375,1427.49506737109,1470.18589290038,1441.12464677755,1508.47806894961,1645.49126199861,1141.6472548589,1211.91588217682,1162.91124064455,1096.8114846114,1093.76301007845,1171.29757916409,1040.21123551807,1019.59804992336,1025.81933200615,1090.22697081883,1079.34678784273,941.503888905409,875.39102897247,696.74843903276,770.143406936305,908.613878030471,854.698489497876,820.131807174974,1708.37183267548,1651.84664072903,1518.26616201598,1323.48948529696,1456.51643048589,1262.89237387045,1547.91637144738,1334.08902508386,1171.25733717324,1220.65941861727,1410.71379249997,1210.23346090238,1590.27881518016,1139.49152507594,1256.21703920028,1440.26281629079,1391.86237800756,1611.45119940386,1074.4910914168,1072.23727333798,1208.51787496762,1228.62806620966,1318.42958404831,1369.06141438968,1513.1371456482,1887.99863226009,1663.01347857635
sp|P0AES4|GYRA_ECOLI,gyrA,DNA gyrase subunit A OS=Escherichia coli (strain K12) GN=gyrA PE=1 SV=1,38,2233.08,P0AES4,1872.70702033353,1445.12421435636,2067.61393184294,745.297383241481,818.594490260565,750.43646249377,1092.86260311685,1008.595975803,1362.78868741181,416.074799810454,520.050324830155,478.923210842003,519.38351373922,579.317574206055,646.54348940837,779.170611887327,889.48759078932,679.459241367094,538.584387688978,747.577643365924,710.76884482353,395.901396231997,788.075820319949,606.577835293991,1157.11709827233,1314.16332143639,1023.22550821029,847.957181391787,771.385463800992,919.214659532348,655.662537965037,733.527284472639,747.697351734289,575.267804189689,674.18629672252,635.689250903265,400.901294816904,419.816000005389,370.68859309671,403.690793906373,307.108688906678,388.256042128638,657.407447725752,690.327915105506,696.169138490204,367.539259489923,587.137634767177,506.06755603037,728.601500177914,854.541541119605,1091.84536020132,671.389920745174,711.866332030668,658.69538878377,711.645631686953,730.168348591603,706.120729398152,728.023537432659,725.736431223159,514.560708424932,405.280523617581,324.614910798736,423.684897281807,549.666547289114,636.535974424032,647.899601051359,795.456439745921,895.879301272889,977.248714569207
sp|P0A877|TRPA_ECOLI,trpA,Tryptophan synthase alpha chain OS=Escherichia coli (strain K12) GN=trpA PE=1 SV=1,14,879.27,P0A877,1871.02507055578,1705.2147250575,1657.92120576341,4387.3199061433,4295.17678330408,4718.27023652359,1413.98622922358,1588.15573740272,1515.77165563819,2503.1635785047,2318.4663540429,2382.68706099457,2710.14539424753,2355.67480158266,2536.97282196906,3345.71813544052,3102.22842247883,3484.12207681774,4117.81043489855,3715.79040168979,3796.81303888074,3398.64925968177,3361.74104415047,3416.15508530887,3639.60754684001,3575.21969271675,3625.49200832482,2939.84979064386,2959.65026719007,3023.09013811559,2507.50160551916,2349.86294900966,2322.67087795385,2010.40323621502,1783.27083129886,1822.75709300323,1166.56617468129,1129.19538908492,993.060661928964,1082.24085195474,1096.99643505715,1052.2921482369,4181.03545429247,4202.85995065107,4601.99786808023,3987.27000700042,3784.6208714941,3856.59995632366,4779.43763254312,3805.53979736085,4066.97037826094,3142.80115970374,3007.03858384622,2989.03334788181,3384.03987571863,3178.26482422258,2677.75258990251,2910.27174539518,2698.78173881329,2552.86161162546,2651.92125082734,2617.38073068907,2285.25526438013,2421.8550120728,2359.47319874754,2318.27880874329,3862.86652543042,3496.22007783106,4252.5245077026
sp|P0AF28|NARL_ECOLI,narL,Nitrate/nitrite response regulator protein narL OS=Escherichia coli (strain K12) GN=narL PE=1 SV=1,10,696.62,P0AF28,1869.23596776907,1765.38985027628,1685.88375489156,1334.62065157025,1239.47746409268,1147.61760398295,1328.36483989329,1438.22749557807,1266.27421336442,1153.93827292998,1109.36569877371,1029.98512052857,1212.12794469376,1202.24658979742,1072.09690755676,1682.02686557864,1525.67738467294,1541.55875923721,1401.70565110835,1208.39166843355,1284.38956441175,1040.94776640419,1033.77963886733,1053.46319961563,1080.9284351735,934.820858016642,927.205763619355,808.784709515934,917.738206821654,749.389416138038,663.568059053156,778.281559149486,747.914595467637,562.016418261402,472.107956774449,490.04597577087,730.754850655485,842.971234291891,803.645064891528,773.77260795869,599.63112184614,632.487620820045,1072.13308557548,1278.40910822844,1207.30252740719,1299.80724248259,1206.13352716299,1822.54902501501,1633.24511707978,833.391715622289,1730.40038770964,1289.55596907973,1380.2444440087,1245.09295303562,1150.62702314276,1195.13757240455,1006.02294317395,1175.13958655816,1388.95802031097,1517.1733728615,1192.14328675509,1071.94257338382,1186.40562385264,1077.80367862636,1277.87295733249,1064.90624868296,1063.38665722563,1101.8501423101,1024.07442053831
sp|P0A7F6|SPED_ECOLI,speD,S-adenosylmethionine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=speD PE=1 SV=1,9,602.17,P0A7F6,1867.36470166677,2106.09268324185,2268.72897401422,1827.87196401936,1695.78719525597,1780.20880376547,1639.22175317586,1424.69493573828,1405.17019469111,450.81650098137,478.292420489277,420.451419198897,841.21681720587,881.503623253872,853.908779315933,985.25507902435,991.123962154344,883.047434208745,829.089267953643,826.999875967598,812.871691408009,632.099147806146,573.876331200105,507.099232155778,783.546907629837,793.322694564199,773.324799424134,493.722548487476,500.200071645927,511.202540354242,336.811130282481,338.556230546152,352.199811157978,272.306798566398,247.505236996849,257.072903605325,437.117926360155,339.577322058449,282.903348743733,433.623860528475,457.274820500599,405.859236750519,1824.71004156855,1541.78326765449,1740.80032595691,1069.61554720198,1223.4716179576,1506.26042515215,1179.16907927367,1820.53968887784,1307.93982167435,1038.57665440069,930.75709561928,1107.32176323075,948.966199969723,936.889439929909,1178.74480760205,700.914921223005,670.566310044692,684.406259743803,503.295222062132,496.102315580208,438.199055756728,785.604336231728,705.060887151663,812.390875802301,871.004958792145,1054.39640939085,1087.70105246431
sp|P0A8M3|SYT_ECOLI,thrS,Threonyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=thrS PE=1 SV=1,32,1942.28,P0A8M3,1862.74740997983,1934.9070670355,2474.85642238196,940.964337864125,938.96739895202,918.162867477146,1142.4260062615,1167.45459390707,1145.97849404449,577.361386027378,645.832758181666,655.238876845955,927.337036115169,891.089159447277,874.765041123691,850.434200522508,821.494203830889,877.189768877085,953.450588732646,928.83807577958,946.712963378129,677.065107902063,819.906964807193,816.693178460034,1287.43141360227,1397.74779043617,1368.28467184601,1174.54682577358,1127.75028451561,1123.4302090196,1020.54162568407,1158.01181691619,1032.39228318339,1122.497883811,1071.28487196468,1067.91995101976,631.917691088002,690.2418216277,688.435411461049,608.492865395071,620.042929866797,608.234658736528,960.271206276053,908.505485580366,889.292979235245,751.815965458828,959.848349716051,753.778686712986,1472.3900816014,1689.58371914119,1505.82664826929,988.343226473538,1009.96455351063,977.989591610974,1052.53078444436,1161.2438979913,1040.43870824013,876.507479808383,834.066015002122,798.280777587524,678.840717104585,621.798392391909,652.147216002266,784.700468779238,788.966267229653,872.10193758677,1117.59858051303,1044.17669233763,1180.73167991097
sp|P64451|YDCL_ECOLI,ydcL,Uncharacterized lipoprotein ydcL OS=Escherichia coli (strain K12) GN=ydcL PE=4 SV=1,13,742.81,P64451,1821.53683577317,1284.09675299956,1123.06383476661,1469.69200943578,1446.4870677121,1562.87821277514,1170.34281304127,1192.32297172376,1108.30642381926,1421.76189526485,1315.86019135419,1294.67250955451,2181.00655487021,2024.5670228558,2116.92323028892,2220.61777271407,2365.27092504328,2473.48505781665,2142.96517063166,2257.06330571091,2057.00558449239,1280.16575644757,1297.65934080793,1428.30991360012,1535.19743087875,1333.45655406153,2073.8072565438,1950.94256798624,1736.18036223974,2319.71215664824,2121.14631234299,2115.44914559744,1917.71608591543,2398.16111706064,2755.55200927146,2391.14061766878,1982.33836615297,2535.48756403347,2098.79920310921,2384.82474719599,2461.62443034394,2033.10180807839,1511.96483333602,1482.38127860557,1410.4713804769,1749.0011909574,1388.03762276964,1801.0499984787,1484.37412239438,1007.29147393845,1392.54326419403,2512.63993896225,2876.58033069881,2596.63390080631,1280.96550790576,1371.0347673548,1229.50285903868,1855.08150711345,1996.80704624645,1985.50316001207,2642.44335660584,3263.00671162232,3126.88561343462,1463.72675571619,1854.68756592219,2174.5018497001,1596.47236174797,1487.20979950778,1438.13437117047
sp|P25665|METE_ECOLI,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Escherichia coli (strain K12) GN=metE PE=1 SV=6,56,4067.16,P25665,1815.72824156764,1594.37132103358,1711.15186434643,49659.0726351812,51584.194609389,52896.7325877082,1690.46305495444,1691.14758278589,1440.6189726094,17413.3992981427,19933.8498519826,17369.9928471319,20777.8279790548,19718.9351095509,18919.2616320189,24634.6186057665,23587.1941712742,23978.2696863824,29387.8585097319,28808.0310630252,28438.3459608638,19118.9866855043,18643.2353055014,18201.983790814,27207.9758827171,27557.8955521893,25732.4951751782,12338.9739175274,13267.7359405973,13351.1550187554,8628.29199353616,8295.19321252454,8106.11045668094,4243.47979769631,4212.77443099233,4418.50805698681,3382.0237021778,3441.41844724047,3325.8989590801,3645.30767623667,2858.17644953228,3562.89501827721,46741.1684974339,48988.2687718451,48719.443760219,25147.378703922,30108.9843426564,31470.8413481104,32361.8378903186,28454.9228358585,37007.3482085567,28058.1839541884,25743.7231595121,25564.570481382,32669.4081700511,32790.2074882564,33319.1003441838,25706.2420250901,28494.2722097811,26643.4449724153,15072.3061800396,11359.8310117605,11659.5643405544,24404.7285424307,19185.4230969937,18946.1865086556,38847.6422727288,38944.7222849027,36799.5363716108
sp|P0A8H6|YIHI_ECOLI,yihI,Der GTPase-activating protein YihI OS=Escherichia coli (strain K12) GN=yihI PE=1 SV=1,9,722.88,P0A8H6,1804.23405060263,1774.32594473824,1961.0292269278,1259.62761974826,1174.64129195515,1161.51255615219,2692.044589727,2694.02940137918,2282.37829006923,734.518986322075,767.0328612859,631.700012195836,1114.00066049119,955.187126095413,1002.60633740616,855.647431424798,941.937248829693,791.920914040789,1133.56503153593,979.591734673165,966.078546401609,876.363331609058,1003.13691539509,1114.56514770248,823.739703413652,977.945190879979,1011.02388611062,651.882346619696,651.020113818555,642.509831584859,564.959849814076,524.78563360811,547.854828988096,602.974808736049,536.586925039704,519.398660583902,946.255441235253,801.259982718219,703.7307632446,780.11644168799,845.771608642753,945.289141720389,1229.63249085854,1447.2607493316,1166.78193752939,1387.73007943956,1052.6917873086,1202.76103282385,1131.34682611472,1380.75135529568,1391.72818413252,1106.27755889057,1164.6655114789,1038.4513875984,921.338711347669,978.563515480801,845.447194137094,1016.00426068226,1083.57123978387,1008.23421001475,764.473749314795,837.878654446817,774.090284000571,999.09478643195,1120.76955493088,928.253445371261,895.571970443013,1265.05493248719,1047.64665855163
sp|P10121|FTSY_ECOLI,ftsY,Cell division protein ftsY OS=Escherichia coli (strain K12) GN=ftsY PE=1 SV=1,13,856.81,P10121,1802.97078260989,2054.75742817875,1737.55411209778,1161.62028048441,1077.88250745386,1149.25095207201,1655.51664448861,1566.62521509264,1546.3703299815,690.139988426676,733.042741348725,572.38980426677,787.397278057924,759.92806729676,791.888069175476,905.091075611303,1107.96074473453,925.253131338197,856.360149702639,898.054418194831,908.541688353005,880.038861465093,879.498343696392,817.662317145902,838.661279175564,844.85815053736,1011.67643571249,965.594388202796,904.314175341995,778.747337300419,654.970310683829,709.842988112416,685.666327347119,851.639010776883,719.221320166274,649.806303418195,548.508010300685,538.386505235302,529.113965996915,697.236495639812,647.02442593928,605.274099626435,1188.53831440365,1336.57811557906,1297.79139471558,1394.74019382804,1204.33750566856,1250.06482971961,1036.75559388944,592.416343942706,1039.00365273003,992.028317644205,1097.77851178633,909.83579805579,972.605955726444,875.097258540966,866.35416272154,843.308437635258,927.782529830162,919.445572435659,619.534462654732,669.85655034071,680.489038052965,722.808196239657,761.075949945415,681.557187946932,889.101361846761,903.76106844517,856.075998439501
sp|P0AC02|YFIO_ECOLI,bamD,UPF0169 lipoprotein yfiO OS=Escherichia coli (strain K12) GN=yfiO PE=1 SV=1,11,503.65,P0AC02,1801.42268293788,2135.33792123074,2106.90135690561,1371.50538586512,1369.82704031204,1466.46189585534,1974.26170629946,1819.17452467904,1641.39519928025,638.556085118187,595.206716370652,686.858182492365,1090.99012617659,1127.83218665649,1085.16849214946,1055.05312070391,1030.35921413925,1132.71702914682,1085.60349777827,1154.56140008364,1022.65192869738,1403.00483035568,1035.64835061249,1400.45967919026,822.463400016726,748.397015672638,772.808079723073,590.654808147981,575.055975386092,629.863861424553,493.970468186784,478.624820657835,485.327766690414,399.004777773634,400.545425605231,421.787002808497,616.341826070204,496.686082757647,545.12752166539,506.143005589661,530.854257583191,488.4258448937,1260.75981106664,1225.41452442493,1178.95646541209,2057.62955395112,1275.60250734129,1095.48427089622,1037.64442745901,1346.01873253602,1008.50474525845,1112.81155177324,900.674524416168,1044.11277707139,1094.22951820376,1051.27254303918,1093.13902566473,927.694521967068,798.632841980601,942.902676952613,633.203117927636,632.240166180093,553.97999557348,932.967813095085,900.834681848001,870.569956815479,1152.17082295558,1160.32225055924,1189.50764569023
sp|P75874|YCCU_ECOLI,yccU,Uncharacterized protein yccU OS=Escherichia coli (strain K12) GN=yccU PE=1 SV=2,9,627.88,P75874,1798.94555382696,1577.69971511861,1417.2940926163,1847.43979557872,1775.32787223036,1938.37530587084,2368.89761876413,2333.43644385181,1639.47269457261,1505.93023152261,1585.35726208977,1485.49346065137,1784.23381256441,1637.00444461429,1686.52387366136,2045.23817053611,1805.72776064347,1945.17464827155,1844.43102182807,1792.28356406183,1775.92330456313,915.086855968253,975.920976053099,986.872082415412,1326.35746512699,1264.93753807603,1449.09371264521,1366.16059750046,1329.14944292877,1391.40056811793,2419.91562408258,1532.05279898726,1391.20565432063,1448.95465764355,1304.84031055868,1352.56045498699,2746.96283568852,2552.79198913609,3155.91880795963,2896.46677720004,3823.93807975842,3312.35343835532,2723.43952797988,1493.50408181743,1678.62040111393,4135.01843321521,4367.6456468828,2012.24321505722,2996.9554808562,1882.27357552655,1525.90654169565,4128.64318991926,3057.36546106991,3172.96887219785,2512.19054622734,2799.74823932654,2458.99061131076,3159.40427522874,3687.37896592373,3566.42063778805,5165.98894940551,4010.73609673155,5479.28267224774,2572.23482535254,2955.38738560357,3159.62046964538,2784.74016683972,2630.88307846178,2619.88518213791
